trnOpDate,gateInComingCnt,gateOutGoingCnt,totalPass
2014/6/1,25201,26525,51726
2014/6/2,24888,29516,54404
2014/6/3,17202,18786,35988
2014/6/4,16433,16544,32977
2014/6/5,16513,16542,33055
2014/6/6,22963,21805,44768
2014/6/7,25410,25480,50890
2014/6/8,25795,28131,53926
2014/6/9,17409,18359,35768
2014/6/10,17031,17241,34272
2014/6/11,16748,16826,33574
2014/6/12,17444,17290,34734
2014/6/13,23768,22683,46451
2014/6/14,25352,25405,50757
2014/6/15,25339,27627,52966
2014/6/16,17376,18234,35610
2014/6/17,16407,16733,33140
2014/6/18,17849,18001,35850
2014/6/19,18328,18438,36766
2014/6/20,23111,22002,45113
2014/6/21,24409,23855,48264
2014/6/22,24280,25694,49974
2014/6/23,18717,19543,38260
2014/6/24,17552,18228,35780
2014/6/25,18099,18553,36652
2014/6/26,18577,18795,37372
2014/6/27,24213,23420,47633
2014/6/28,25422,25420,50842
2014/6/29,25453,27999,53452
2014/6/30,23047,24419,47466
2014/7/1,19015,19514,38529
2014/7/2,18494,19138,37632
2014/7/3,19321,19584,38905
2014/7/4,24440,23929,48369
2014/7/5,25381,25755,51136
2014/7/6,26651,28931,55582
2014/7/7,20069,22176,42245
2014/7/8,18773,19612,38385
2014/7/9,19025,20014,39039
2014/7/10,19895,20217,40112
2014/7/11,24982,25175,50157
2014/7/12,28226,27348,55574
2014/7/13,27984,30219,58203
2014/7/14,19737,21444,41181
2014/7/15,18850,20017,38867
2014/7/16,19756,21175,40931
2014/7/17,19357,19808,39165
2014/7/18,24591,24336,48927
2014/7/19,26665,26323,52988
2014/7/20,26715,28731,55446
2014/7/21,19952,20866,40818
2014/7/22,17547,17947,35494
2014/7/23,5646,5656,11302
2014/7/24,17710,18164,35874
2014/7/25,23536,23032,46568
2014/7/26,25945,25678,51623
2014/7/27,25177,27550,52727
2014/7/28,18986,19591,38577
2014/7/29,18523,18945,37468
2014/7/30,18634,18932,37566
2014/7/31,19007,18932,37939
2014/8/1,24221,23032,47253
2014/8/2,25614,25493,51107
2014/8/3,25740,27955,53695
2014/8/4,19144,20277,39421
2014/8/5,18443,18926,37369
2014/8/6,19630,20302,39932
2014/8/7,20414,20074,40488
2014/8/8,25515,23892,49407
2014/8/9,26445,25919,52364
2014/8/10,24162,28353,52515
2014/8/11,20798,23118,43916
2014/8/12,19041,20111,39152
2014/8/13,19245,20119,39364
2014/8/14,20186,20632,40818
2014/8/15,26327,25529,51856
2014/8/16,29484,29071,58555
2014/8/17,28122,31346,59468
2014/8/18,20762,21705,42467
2014/8/19,19355,19645,39000
2014/8/20,21316,21307,42623
2014/8/21,21207,21034,42241
2014/8/22,25675,25074,50749
2014/8/23,27863,27737,55600
2014/8/24,27301,29750,57051
2014/8/25,20563,22059,42622
2014/8/26,19357,20617,39974
2014/8/27,20434,20692,41126
2014/8/28,20385,21364,41749
2014/8/29,23789,23737,47526
2014/8/30,25508,26228,51736
2014/8/31,24798,27118,51916
2014/9/1,17972,18259,36231
2014/9/2,16641,16380,33021
2014/9/3,18044,18105,36149
2014/9/4,18258,18049,36307
2014/9/5,25930,23822,49752
2014/9/6,27849,26725,54574
2014/9/7,25003,26191,51194
2014/9/8,25084,30169,55253
2014/9/9,20309,22672,42981
2014/9/10,18606,18760,37366
2014/9/11,18358,18171,36529
2014/9/12,24905,22655,47560
2014/9/13,26587,26484,53071
2014/9/14,27453,30668,58121
2014/9/15,17421,17903,35324
2014/9/16,15998,15880,31878
2014/9/17,16131,15805,31936
2014/9/18,16613,16081,32694
2014/9/19,25642,23245,48887
2014/9/20,24329,23637,47966
2014/9/21,19012,21788,40800
2014/9/22,16258,17294,33552
2014/9/23,15535,15531,31066
2014/9/24,15880,15762,31642
2014/9/25,16754,16176,32930
2014/9/26,25308,23421,48729
2014/9/27,27018,26618,53636
2014/9/28,26888,30676,57564
2014/9/29,17131,18155,35286
2014/9/30,15471,15390,30861
2014/10/1,15921,15586,31507
2014/10/2,16040,15644,31684
2014/10/3,24317,22443,46760
2014/10/4,26145,25876,52021
2014/10/5,25754,29746,55500
2014/10/6,17743,18634,36377
2014/10/7,16282,16530,32812
2014/10/8,17622,17200,34822
2014/10/9,27429,25211,52640
2014/10/10,29546,28014,57560
2014/10/11,25656,26627,52283
2014/10/12,30524,35764,66288
2014/10/13,18730,20098,38828
2014/10/14,16515,16829,33344
2014/10/15,17125,17116,34241
2014/10/16,17424,16890,34314
2014/10/17,24385,22856,47241
2014/10/18,28538,28572,57110
2014/10/19,28831,31478,60309
2014/10/20,17849,18527,36376
2014/10/21,16106,16000,32106
2014/10/22,16832,16629,33461
2014/10/23,16754,16365,33119
2014/10/24,24839,23192,48031
2014/10/25,28548,27845,56393
2014/10/26,28833,31836,60669
2014/10/27,17545,18787,36332
2014/10/28,16249,16017,32266
2014/10/29,16230,16215,32445
2014/10/30,16373,16086,32459
2014/10/31,24645,22559,47204
2014/11/1,26728,26460,53188
2014/11/2,24972,28415,53387
2014/11/3,16909,17834,34743
2014/11/4,15666,15666,31332
2014/11/5,17182,16962,34144
2014/11/6,17673,17200,34873
2014/11/7,25512,23886,49398
2014/11/8,28180,27843,56023
2014/11/9,26886,29719,56605
2014/11/10,18798,19881,38679
2014/11/11,16770,16756,33526
2014/11/12,17093,16758,33851
2014/11/13,16759,16331,33090
2014/11/14,26236,24068,50304
2014/11/15,28193,27508,55701
2014/11/16,28514,32274,60788
2014/11/17,17572,18661,36233
2014/11/18,15814,16068,31882
2014/11/19,16694,16644,33338
2014/11/20,17097,16730,33827
2014/11/21,25464,23222,48686
2014/11/22,26953,26962,53915
2014/11/23,27994,31076,59070
2014/11/24,17970,19018,36988
2014/11/25,15901,16067,31968
2014/11/26,16676,16440,33116
2014/11/27,17670,16957,34627
2014/11/28,29461,25705,55166
2014/11/29,26969,26654,53623
2014/11/30,27788,32924,60712
2014/12/1,17364,18805,36169
2014/12/2,15173,15352,30525
2014/12/3,15932,15760,31692
2014/12/4,16290,16201,32491
2014/12/5,25178,24293,49471
2014/12/6,30889,29930,60819
2014/12/7,30877,34042,64919
2014/12/8,17818,19134,36952
2014/12/9,16868,17182,34050
2014/12/10,17370,17181,34551
2014/12/11,17497,17172,34669
2014/12/12,25020,23689,48709
2014/12/13,29623,29190,58813
2014/12/14,30404,34399,64803
2014/12/15,19278,20504,39782
2014/12/16,15707,15613,31320
2014/12/17,16337,15763,32100
2014/12/18,17035,16512,33547
2014/12/19,25355,23357,48712
2014/12/20,28301,27492,55793
2014/12/21,28564,31572,60136
2014/12/22,17778,18682,36460
2014/12/23,16714,16856,33570
2014/12/24,18124,18105,36229
2014/12/25,18383,18139,36522
2014/12/26,21339,18918,40257
2014/12/27,22386,21516,43902
2014/12/28,23845,26254,50099
2014/12/29,17124,18248,35372
2014/12/30,17955,17364,35319
2014/12/31,32355,30095,62450
2015/1/1,29642,29610,59252
2015/1/2,26661,26877,53538
2015/1/3,26336,27816,54152
2015/1/4,27742,31917,59659
2015/1/5,17873,19026,36899
2015/1/6,15743,15845,31588
2015/1/7,15708,15555,31263
2015/1/8,16223,16037,32260
2015/1/9,22248,21077,43325
2015/1/10,24505,24168,48673
2015/1/11,25233,27498,52731
2015/1/12,17106,17513,34619
2015/1/13,16076,15951,32027
2015/1/14,15328,15525,30853
2015/1/15,16666,16330,32996
2015/1/16,23456,22125,45581
2015/1/17,25309,25291,50600
2015/1/18,25461,28226,53687
2015/1/19,18442,19150,37592
2015/1/20,19310,19253,38563
2015/1/21,16898,17063,33961
2015/1/22,17358,16878,34236
2015/1/23,22208,21827,44035
2015/1/24,26175,26247,52422
2015/1/25,25540,27968,53508
2015/1/26,17766,19020,36786
2015/1/27,18481,18644,37125
2015/1/28,18486,19062,37548
2015/1/29,18830,19238,38068
2015/1/30,23568,23194,46762
2015/1/31,23745,23463,47208
2015/2/1,22028,24713,46741
2015/2/2,18906,19901,38807
2015/2/3,18391,18482,36873
2015/2/4,18732,18915,37647
2015/2/5,18942,20121,39063
2015/2/6,23707,23409,47116
2015/2/7,25585,24745,50330
2015/2/8,26339,27820,54159
2015/2/9,19325,21115,40440
2015/2/10,20219,20297,40516
2015/2/11,20963,21644,42607
2015/2/12,20795,21644,42439
2015/2/13,24581,24836,49417
2015/2/14,26173,26252,52425
2015/2/15,23636,24550,48186
2015/2/16,22524,22390,44914
2015/2/17,23584,22451,46035
2015/2/18,17661,16746,34407
2015/2/19,25304,26634,51938
2015/2/20,26053,27746,53799
2015/2/21,30421,31906,62327
2015/2/22,30271,32893,63164
2015/2/23,25961,29998,55959
2015/2/24,19444,20558,40002
2015/2/25,18111,18177,36288
2015/2/26,24121,22647,46768
2015/2/27,29640,28909,58549
2015/2/28,28028,29047,57075
2015/3/1,27012,30183,57195
2015/3/2,17072,18132,35204
2015/3/3,16210,16155,32365
2015/3/4,16435,16265,32700
2015/3/5,17916,17757,35673
2015/3/6,25033,23444,48477
2015/3/7,28033,27460,55493
2015/3/8,28611,31997,60608
2015/3/9,18692,19417,38109
2015/3/10,16007,16401,32408
2015/3/11,15236,15022,30258
2015/3/12,17064,16513,33577
2015/3/13,26208,24162,50370
2015/3/14,29841,29599,59440
2015/3/15,29030,32441,61471
2015/3/16,18156,18997,37153
2015/3/17,16422,16761,33183
2015/3/18,17559,17411,34970
2015/3/19,17118,16841,33959
2015/3/20,25061,23448,48509
2015/3/21,27777,27763,55540
2015/3/22,27665,30236,57901
2015/3/23,14411,14880,29291
2015/3/24,15869,15697,31566
2015/3/25,14904,14868,29772
2015/3/26,15320,15081,30401
2015/3/27,22936,21496,44432
2015/3/28,24619,24681,49300
2015/3/29,25068,27933,53001
2015/3/30,17277,18267,35544
2015/3/31,16816,16857,33673
2015/4/1,20081,18942,39023
2015/4/2,27473,24493,51966
2015/4/3,31471,29895,61366
2015/4/4,29309,29085,58394
2015/4/5,26835,29242,56077
2015/4/6,30232,35102,65334
2015/4/7,18951,20469,39420
2015/4/8,16727,16945,33672
2015/4/9,17102,16643,33745
2015/4/10,23455,22167,45622
2015/4/11,24686,24526,49212
2015/4/12,28090,30450,58540
2015/4/13,17732,18512,36244
2015/4/14,16713,16504,33217
2015/4/15,17196,17028,34224
2015/4/16,17319,16652,33971
2015/4/17,25368,23760,49128
2015/4/18,29657,29229,58886
2015/4/19,26738,29520,56258
2015/4/20,17228,17839,35067
2015/4/21,15360,15274,30634
2015/4/22,16547,16598,33145
2015/4/23,17565,17289,34854
2015/4/24,25252,23528,48780
2015/4/25,28984,29088,58072
2015/4/26,28968,31883,60851
2015/4/27,17392,18244,35636
2015/4/28,16067,16038,32105
2015/4/29,16615,16468,33083
2015/4/30,19704,18610,38314
2015/5/1,28109,26485,54594
2015/5/2,27472,28276,55748
2015/5/3,28131,31663,59794
2015/5/4,16884,18006,34890
2015/5/5,14965,14765,29730
2015/5/6,16973,16887,33860
2015/5/7,17763,17324,35087
2015/5/8,28403,25637,54040
2015/5/9,28865,28273,57138
2015/5/10,28015,32275,60290
2015/5/11,18533,20309,38842
2015/5/12,15798,16078,31876
2015/5/13,16830,16911,33741
2015/5/14,17140,16726,33866
2015/5/15,25542,24431,49973
2015/5/16,27246,27105,54351
2015/5/17,29087,31191,60278
2015/5/18,17850,18690,36540
2015/5/19,16254,15910,32164
2015/5/20,13872,13675,27547
2015/5/21,16170,15605,31775
2015/5/22,23181,21348,44529
2015/5/23,24442,24037,48479
2015/5/24,23541,26104,49645
2015/5/25,16647,17553,34200
2015/5/26,14931,15082,30013
2015/5/27,16225,15872,32097
2015/5/28,17489,17004,34493
2015/5/29,24357,22625,46982
2015/5/30,26117,25722,51839
2015/5/31,25804,28697,54501
2015/6/1,16244,16922,33166
2015/6/2,15524,15543,31067
2015/6/3,15792,15206,30998
2015/6/4,16547,16622,33169
2015/6/5,24851,23400,48251
2015/6/6,26514,26452,52966
2015/6/7,27980,30724,58704
2015/6/8,17637,18647,36284
2015/6/9,16580,16634,33214
2015/6/10,18478,18365,36843
2015/6/11,17822,17775,35597
2015/6/12,24546,23203,47749
2015/6/13,27832,27798,55630
2015/6/14,27910,30494,58404
2015/6/15,17692,18803,36495
2015/6/16,16363,16692,33055
2015/6/17,19293,19553,38846
2015/6/18,25153,23742,48895
2015/6/19,25142,23741,48883
2015/6/20,20401,21575,41976
2015/6/21,25381,29321,54702
2015/6/22,17586,19509,37095
2015/6/23,15463,15695,31158
2015/6/24,16247,16296,32543
2015/6/25,17272,17097,34369
2015/6/26,22115,21626,43741
2015/6/27,23746,24390,48136
2015/6/28,22927,25579,48506
2015/6/29,17845,19418,37263
2015/6/30,20027,21484,41511
2015/7/1,18313,19324,37637
2015/7/2,18672,19050,37722
2015/7/3,23265,22898,46163
2015/7/4,24615,24692,49307
2015/7/5,25068,27935,53003
2015/7/6,21215,21989,43204
2015/7/7,17379,18332,35711
2015/7/8,17781,18067,35848
2015/7/9,18297,19134,37431
2015/7/10,17349,17169,34518
2015/7/11,24198,23287,47485
2015/7/12,26590,28568,55158
2015/7/13,20658,22083,42741
2015/7/14,19377,20061,39438
2015/7/15,20480,20701,41181
2015/7/16,19954,20020,39974
2015/7/17,24811,24342,49153
2015/7/18,26186,26337,52523
2015/7/19,27468,29994,57462
2015/7/20,19538,20706,40244
2015/7/21,17988,18497,36485
2015/7/22,18728,18954,37682
2015/7/23,19083,19224,38307
2015/7/24,23860,23388,47248
2015/7/25,25983,25545,51528
2015/7/26,26050,28809,54859
2015/7/27,18990,20317,39307
2015/7/28,17858,18139,35997
2015/7/29,18381,18826,37207
2015/7/30,19384,19343,38727
2015/7/31,23892,23153,47045
2015/8/1,24868,24946,49814
2015/8/2,24991,27217,52208
2015/8/3,19176,20109,39285
2015/8/4,18004,17984,35988
2015/8/5,19436,19444,38880
2015/8/6,19782,19690,39472
2015/8/7,20323,18508,38831
2015/8/8,106,116,222
2015/8/9,21939,24825,46764
2015/8/10,20668,21655,42323
2015/8/11,20032,20392,40424
2015/8/12,20714,21019,41733
2015/8/13,20646,20774,41420
2015/8/14,25718,24533,50251
2015/8/15,27534,27711,55245
2015/8/16,26712,29428,56140
2015/8/17,20242,21154,41396
2015/8/18,19792,20579,40371
2015/8/19,20709,20960,41669
2015/8/20,21149,21377,42526
2015/8/21,24450,23800,48250
2015/8/22,23668,23682,47350
2015/8/23,23329,25421,48750
2015/8/24,19801,20878,40679
2015/8/25,17937,18617,36554
2015/8/26,19133,19504,38637
2015/8/27,18453,18790,37243
2015/8/28,21589,21096,42685
2015/8/29,24280,24085,48365
2015/8/30,23771,26465,50236
2015/8/31,17155,17706,34861
2015/9/1,16388,16328,32716
2015/9/2,17425,17038,34463
2015/9/3,18145,18095,36240
2015/9/4,23222,22234,45456
2015/9/5,25817,25397,51214
2015/9/6,26064,28883,54947
2015/9/7,17257,18059,35316
2015/9/8,17614,17692,35306
2015/9/9,18081,17414,35495
2015/9/10,18302,18195,36497
2015/9/11,24816,23378,48194
2015/9/12,27205,27066,54271
2015/9/13,28602,31556,60158
2015/9/14,17687,18496,36183
2015/9/15,16206,16391,32597
2015/9/16,16559,16477,33036
2015/9/17,16783,16511,33294
2015/9/18,24419,22576,46995
2015/9/19,25722,25372,51094
2015/9/20,27222,30446,57668
2015/9/21,16736,17884,34620
2015/9/22,16014,15798,31812
2015/9/23,16336,16431,32767
2015/9/24,17373,16820,34193
2015/9/25,28969,26362,55331
2015/9/26,28736,27659,56395
2015/9/27,22311,23958,46269
2015/9/28,14059,18644,32703
2015/9/29,8734,10689,19423
2015/9/30,16423,17788,34211
2015/10/1,15867,15490,31357
2015/10/2,22087,20793,42880
2015/10/3,24322,24119,48441
2015/10/4,24320,26680,51000
2015/10/5,17080,17537,34617
2015/10/6,16070,16340,32410
2015/10/7,17266,17438,34704
2015/10/8,25008,23418,48426
2015/10/9,25389,23679,49068
2015/10/10,26217,27234,53451
2015/10/11,28677,32125,60802
2015/10/12,18099,19134,37233
2015/10/13,15781,16040,31821
2015/10/14,16797,16906,33703
2015/10/15,17710,16896,34606
2015/10/16,23933,22194,46127
2015/10/17,28220,28242,56462
2015/10/18,28738,31627,60365
2015/10/19,16901,17516,34417
2015/10/20,15771,15712,31483
2015/10/21,16772,16778,33550
2015/10/22,16339,16193,32532
2015/10/23,24983,22505,47488
2015/10/24,27275,26897,54172
2015/10/25,27738,30772,58510
2015/10/26,17194,17632,34826
2015/10/27,15621,15679,31300
2015/10/28,16037,16002,32039
2015/10/29,16538,15815,32353
2015/10/30,24565,22668,47233
2015/10/31,26769,25894,52663
2015/11/1,26280,29315,55595
2015/11/2,16678,17546,34224
2015/11/3,15037,15093,30130
2015/11/4,15645,15488,31133
2015/11/5,16796,16437,33233
2015/11/6,24541,22662,47203
2015/11/7,27207,26453,53660
2015/11/8,27689,30341,58030
2015/11/9,18069,19282,37351
2015/11/10,16441,16471,32912
2015/11/11,17660,17637,35297
2015/11/12,18053,17983,36036
2015/11/13,26330,24506,50836
2015/11/14,29098,28783,57881
2015/11/15,29878,33140,63018
2015/11/16,18729,19639,38368
2015/11/17,16452,16654,33106
2015/11/18,16884,17030,33914
2015/11/19,16975,16691,33666
2015/11/20,24904,23503,48407
2015/11/21,30338,29749,60087
2015/11/22,27929,30826,58755
2015/11/23,17351,18637,35988
2015/11/24,15414,15340,30754
2015/11/25,15951,15929,31880
2015/11/26,15927,15670,31597
2015/11/27,24432,22401,46833
2015/11/28,26075,25530,51605
2015/11/29,25030,28001,53031
2015/11/30,16716,17618,34334
2015/12/1,15392,15309,30701
2015/12/2,16049,15274,31323
2015/12/3,16944,16680,33624
2015/12/4,25120,22962,48082
2015/12/5,31614,30201,61815
2015/12/6,26483,28623,55106
2015/12/7,17444,18744,36188
2015/12/8,16412,16621,33033
2015/12/9,16877,16484,33361
2015/12/10,16536,15976,32512
2015/12/11,25389,23588,48977
2015/12/12,30563,30086,60649
2015/12/13,29174,32557,61731
2015/12/14,18744,19309,38053
2015/12/15,15871,15949,31820
2015/12/16,16211,15808,32019
2015/12/17,16459,16021,32480
2015/12/18,24495,22928,47423
2015/12/19,27612,26865,54477
2015/12/20,27715,30458,58173
2015/12/21,17386,18115,35501
2015/12/22,16014,16121,32135
2015/12/23,16885,16842,33727
2015/12/24,17629,17110,34739
2015/12/25,24788,23016,47804
2015/12/26,25466,25048,50514
2015/12/27,22494,24600,47094
2015/12/28,16683,17437,34120
2015/12/29,16091,16036,32127
2015/12/30,17653,16807,34460
2015/12/31,30421,26757,57178
2016/1/1,26957,27277,54234
2016/1/2,23529,24535,48064
2016/1/3,22839,25961,48800
2016/1/4,16420,17083,33503
2016/1/5,14927,14767,29694
2016/1/6,14167,13452,27619
2016/1/7,16017,15407,31424
2016/1/8,21779,20395,42174
2016/1/9,24627,24310,48937
2016/1/10,23465,25920,49385
2016/1/11,14358,14779,29137
2016/1/12,14933,15002,29935
2016/1/13,15514,15383,30897
2016/1/14,16789,16223,33012
2016/1/15,25086,21750,46836
2016/1/16,23786,23334,47120
2016/1/17,19743,23090,42833
2016/1/18,17841,19014,36855
2016/1/19,16593,16757,33350
2016/1/20,20659,20424,41083
2016/1/21,17538,17669,35207
2016/1/22,20966,20550,41516
2016/1/23,18477,17440,35917
2016/1/24,18104,19757,37861
2016/1/25,16054,17030,33084
2016/1/26,17571,18090,35661
2016/1/27,18791,18663,37454
2016/1/28,16954,17052,34006
2016/1/29,18459,17925,36384
2016/1/30,21087,21148,42235
2016/1/31,22852,24306,47158
2016/2/1,17549,18959,36508
2016/2/2,18336,18243,36579
2016/2/3,20921,19791,40712
2016/2/4,20270,19937,40207
2016/2/5,22065,21590,43655
2016/2/6,21080,19671,40751
2016/2/7,16649,16563,33212
2016/2/8,21846,23163,45009
2016/2/9,24320,25526,49846
2016/2/10,27925,29183,57108
2016/2/11,26371,27555,53926
2016/2/12,26289,28047,54336
2016/2/13,26966,28966,55932
2016/2/14,23637,26089,49726
2016/2/15,17240,18609,35849
2016/2/16,16290,17524,33814
2016/2/17,16696,16941,33637
2016/2/18,16759,16916,33675
2016/2/19,20895,19848,40743
2016/2/20,22010,21871,43881
2016/2/21,24445,26301,50746
2016/2/22,16817,18086,34903
2016/2/23,15123,15540,30663
2016/2/24,15324,15609,30933
2016/2/25,15696,16123,31819
2016/2/26,25068,22583,47651
2016/2/27,25355,24720,50075
2016/2/28,29357,30403,59760
2016/2/29,26513,29805,56318
2016/3/1,17002,17509,34511
2016/3/2,16586,16390,32976
2016/3/3,17115,16430,33545
2016/3/4,23708,19587,43295
2016/3/5,27136,27035,54171
2016/3/6,27137,29702,56839
2016/3/7,17485,18416,35901
2016/3/8,16305,16140,32445
2016/3/9,15085,15007,30092
2016/3/10,14641,13962,28603
2016/3/11,23022,20801,43823
2016/3/12,23893,23560,47453
2016/3/13,25143,27714,52857
2016/3/14,16915,17478,34393
2016/3/15,15133,14642,29775
2016/3/16,15475,15181,30656
2016/3/17,16480,15781,32261
2016/3/18,22639,20270,42909
2016/3/19,22545,21437,43982
2016/3/20,24150,26358,50508
2016/3/21,16039,16467,32506
2016/3/22,15127,14857,29984
2016/3/23,14092,13831,27923
2016/3/24,14669,13806,28475
2016/3/25,21905,20027,41932
2016/3/26,25739,24911,50650
2016/3/27,25087,27442,52529
2016/3/28,16597,17168,33765
2016/3/29,15589,15785,31374
2016/3/30,16303,16120,32423
2016/3/31,18628,17480,36108
2016/4/1,26684,23526,50210
2016/4/2,28327,26968,55295
2016/4/3,27214,27913,55127
2016/4/4,23251,25599,48850
2016/4/5,25544,29807,55351
2016/4/6,18713,20682,39395
2016/4/7,16700,16905,33605
2016/4/8,23599,21108,44707
2016/4/9,25028,25534,50562
2016/4/10,24346,26535,50881
2016/4/11,16496,16947,33443
2016/4/12,15722,15805,31527
2016/4/13,14289,13891,28180
2016/4/14,15159,14717,29876
2016/4/15,22915,20695,43610
2016/4/16,26142,25091,51233
2016/4/17,25232,28331,53563
2016/4/18,15685,16182,31867
2016/4/19,15972,15561,31533
2016/4/20,16253,15885,32138
2016/4/21,16895,16536,33431
2016/4/22,23423,21254,44677
2016/4/23,26428,26151,52579
2016/4/24,24563,26481,51044
2016/4/25,16364,16769,33133
2016/4/26,15549,15178,30727
2016/4/27,15792,15714,31506
2016/4/28,15303,15216,30519
2016/4/29,24252,22824,47076
2016/4/30,24474,24601,49075
2016/5/1,24347,26761,51108
2016/5/2,19619,21311,40930
2016/5/3,15229,15659,30888
2016/5/4,15491,15288,30779
2016/5/5,16945,16906,33851
2016/5/6,26329,23617,49946
2016/5/7,25726,24632,50358
2016/5/8,25664,29757,55421
2016/5/9,17601,19734,37335
2016/5/10,15189,15374,30563
2016/5/11,15419,15529,30948
2016/5/12,16367,16228,32595
2016/5/13,24497,22798,47295
2016/5/14,25493,25225,50718
2016/5/15,27102,29639,56741
2016/5/16,15460,15943,31403
2016/5/17,15571,15729,31300
2016/5/18,15958,15667,31625
2016/5/19,16663,16697,33360
2016/5/20,22995,21198,44193
2016/5/21,24795,24164,48959
2016/5/22,24207,26922,51129
2016/5/23,16079,17172,33251
2016/5/24,15050,15033,30083
2016/5/25,15766,16020,31786
2016/5/26,16236,16102,32338
2016/5/27,22745,20817,43562
2016/5/28,25653,25361,51014
2016/5/29,24718,27428,52146
2016/5/30,15790,16581,32371
2016/5/31,14671,14929,29600
2016/6/1,15052,15069,30121
2016/6/2,14547,14506,29053
2016/6/3,18751,18146,36897
2016/6/4,22143,21410,43553
2016/6/5,23742,25127,48869
2016/6/6,16101,16658,32759
2016/6/7,16404,15949,32353
2016/6/8,26232,23891,50123
2016/6/9,24711,22970,47681
2016/6/10,24987,25614,50601
2016/6/11,24178,25950,50128
2016/6/12,27044,30598,57642
2016/6/13,17036,18498,35534
2016/6/14,14121,14429,28550
2016/6/15,17063,16840,33903
2016/6/16,17363,17060,34423
2016/6/17,22606,21243,43849
2016/6/18,24440,24237,48677
2016/6/19,23433,25270,48703
2016/6/20,17104,17629,34733
2016/6/21,16572,16561,33133
2016/6/22,16868,16641,33509
2016/6/23,16628,16389,33017
2016/6/24,21244,20719,41963
2016/6/25,22796,22745,45541
2016/6/26,22302,24074,46376
2016/6/27,17487,18222,35709
2016/6/28,15842,16518,32360
2016/6/29,17240,17301,34541
2016/6/30,21079,21092,42171
2016/7/1,22876,22701,45577
2016/7/2,22236,22021,44257
2016/7/3,22600,24415,47015
2016/7/4,17992,19102,37094
2016/7/5,18338,19074,37412
2016/7/6,19095,19429,38524
2016/7/7,17210,17669,34879
2016/7/8,2572,2493,5065
2016/7/9,22274,22375,44649
2016/7/10,25795,27582,53377
2016/7/11,19140,20337,39477
2016/7/12,19426,19712,39138
2016/7/13,19071,19434,38505
2016/7/14,19718,19743,39461
2016/7/15,23357,22806,46163
2016/7/16,24771,24618,49389
2016/7/17,26148,28079,54227
2016/7/18,18696,19603,38299
2016/7/19,17504,18104,35608
2016/7/20,17798,18607,36405
2016/7/21,18553,18795,37348
2016/7/22,23212,22827,46039
2016/7/23,24589,24530,49119
2016/7/24,24305,26401,50706
2016/7/25,18624,19679,38303
2016/7/26,17566,17885,35451
2016/7/27,17899,18430,36329
2016/7/28,18493,18651,37144
2016/7/29,22781,22041,44822
2016/7/30,23875,24234,48109
2016/7/31,24199,26330,50529
2016/8/1,18027,18782,36809
2016/8/2,16797,16430,33227
2016/8/3,17599,17802,35401
2016/8/4,18376,18393,36769
2016/8/5,24311,23270,47581
2016/8/6,25507,24928,50435
2016/8/7,25521,28368,53889
2016/8/8,19026,19922,38948
2016/8/9,19627,20582,40209
2016/8/10,19342,19526,38868
2016/8/11,18432,18284,36716
2016/8/12,23829,22928,46757
2016/8/13,25333,24991,50324
2016/8/14,26649,28279,54928
2016/8/15,19550,20386,39936
2016/8/16,18752,18859,37611
2016/8/17,17334,17649,34983
2016/8/18,19901,19833,39734
2016/8/19,24222,23283,47505
2016/8/20,26663,26304,52967
2016/8/21,26206,27975,54181
2016/8/22,19233,20542,39775
2016/8/23,17767,18611,36378
2016/8/24,18800,19226,38026
2016/8/25,19139,19758,38897
2016/8/26,23172,22574,45746
2016/8/27,23869,23980,47849
2016/8/28,23111,24809,47920
2016/8/29,17005,17626,34631
2016/8/30,15821,16384,32205
2016/8/31,16420,16802,33222
2016/9/1,17404,17461,34865
2016/9/2,21422,20450,41872
2016/9/3,23188,22538,45726
2016/9/4,23183,25136,48319
2016/9/5,17660,18340,36000
2016/9/6,16182,15688,31870
2016/9/7,17264,16968,34232
2016/9/8,17932,18521,36453
2016/9/9,19067,18144,37211
2016/9/10,22748,22373,45121
2016/9/11,26678,28505,55183
2016/9/12,17305,17614,34919
2016/9/13,16520,16814,33334
2016/9/14,22307,20179,42486
2016/9/15,21443,19579,41022
2016/9/16,23935,24603,48538
2016/9/17,18173,19614,37787
2016/9/18,27189,30860,58049
2016/9/19,17268,18408,35676
2016/9/20,15834,16043,31877
2016/9/21,16157,16084,32241
2016/9/22,16284,16325,32609
2016/9/23,22199,21295,43494
2016/9/24,25226,25273,50499
2016/9/25,25968,27651,53619
2016/9/26,16143,16901,33044
2016/9/27,572,699,1271
2016/9/28,7970,8133,16103
2016/9/29,15087,15359,30446
2016/9/30,20292,19881,40173
2016/10/1,22701,22977,45678
2016/10/2,23974,26272,50246
2016/10/3,16032,16656,32688
2016/10/4,15264,15626,30890
2016/10/5,15949,16122,32071
2016/10/6,16241,16199,32440
2016/10/7,25228,23396,48624
2016/10/8,26724,25918,52642
2016/10/9,23609,24667,48276
2016/10/10,24278,27716,51994
2016/10/11,16651,17766,34417
2016/10/12,16477,16493,32970
2016/10/13,16102,16066,32168
2016/10/14,22713,21604,44317
2016/10/15,26589,26590,53179
2016/10/16,28099,30390,58489
2016/10/17,16688,17383,34071
2016/10/18,15875,15868,31743
2016/10/19,15889,16064,31953
2016/10/20,15784,15714,31498
